@relation FAQ
@attribute id string
@attribute text string
@attribute class {'CAREER','AGRICULTURE','NONE','HEALTH','INSURANCE','BANK','INDIAN','LOAN','GK','SPORTS','TELECOMMUNICATION','TOURISM','INTERNAL','PERSONALITY','RECIPES','VISA','WEB'}
@data
"ENG_321"," top richest players world?","SPORTS"

"ENG_322"," frm whr ms dhoni belong?","SPORTS"

"ENG_323"," vich indian cricketr hs takn hat trik test match?","SPORTS"

"ENG_324"," vt distanc betwn cricket stumps?","SPORTS"

"ENG_325"," vts hot telecom privacy policies?","TELECOMMUNICATION"

"ENG_326"," vt sevices provided hottelecom?","TELECOMMUNICATION"

"ENG_327"," vt master control facility?","TELECOMMUNICATION"

"ENG_328"," vt diffrnce btwn criticl frquncy nd criticl ngle?","TELECOMMUNICATION"

"ENG_329"," speech reproducd receivr?","TELECOMMUNICATION"

"ENG_330"," sud choose india ovr othr destinatn?","TOURISM"

"ENG_331"," 2 bring pets vd us?","TOURISM"

"ENG_332"," thr ny restrictn photography india?","TOURISM"

"ENG_333"," vt major turist india?","TOURISM"

"ENG_334"," ur site accept forien credit cards?","TOURISM"

"ENG_335"," pvt sect forcsts avbl fr immdtly","AGRICULTURE"

"ENG_336"," agricltrl wethr servs","AGRICULTURE"

"ENG_337"," hpns empl fired","AGRICULTURE"

"ENG_338"," orgnc food costly","AGRICULTURE"

"ENG_339"," sbjcts taught online agrcltr prgm","AGRICULTURE"

"ENG_340"," fill appl form 49a","NONE"

"ENG_341"," appl fr pan crd","NONE"

"ENG_342"," reqrd origntng neft tranctn","BANK"

"ENG_343"," prcssng chrgs fr neft trnsctns","BANK"

"ENG_344"," bnk prvd oprtng lese","BANK"

"ENG_345"," sr tell abt soft devl corses rltd java nd web aftr school","CAREER"

"ENG_346"," futr prspcts dong mcm(mstrs cmptr mangmnt syllbus job prspcts","CAREER"

"ENG_347"," aftr bcom accnting","CAREER"

"ENG_348"," btr mba aftr bca mca","CAREER"

"ENG_349"," mdcl transcptn cours","CAREER"

"ENG_350"," mny blcks thr snks ldrs brd","NONE"

"ENG_351"," mny byts megabyte","GK"

"ENG_352"," ehch cntry hs lrgst land","GK"

"ENG_353"," mslm kingdm kerala","GK"

"ENG_354"," whn perl hrbr attckd","NONE"

"ENG_355"," trtmnt smallpox","HEALTH"

"ENG_356"," ppl rcvr frm hepits","NONE"

"ENG_357"," mitochndrl dises","NONE"

"ENG_358"," rsk frm aids","HEALTH"

"ENG_359"," lng hiv srviv bdy","HEALTH"

"ENG_360"," purchs life insrns","INSURANCE"

"ENG_361"," file clim","INSURANCE"

"ENG_362"," life insrns importnt","INSURANCE"

"ENG_363"," avbl divdend optns","INSURANCE"

"ENG_364"," wife chldrn live diff city cvr singl insurnce","INSURANCE"

"ENG_365"," mny itkts str mbl","INDIAN"

"ENG_366"," shld synchrnz irctc mbl","INDIAN"

"ENG_367"," actvt irctc mbl","INDIAN"

"ENG_368"," book tatkl tkt frm intrnt","INDIAN"

"ENG_369"," crdit crd info trns wth irctc mbl safe","INDIAN"

"ENG_370"," whre begn fr intrlibry loan","LOAN"

"ENG_371"," becm sellng brkr","LOAN"

"ENG_372"," penaltes fr late items","NONE"

"ENG_373"," advntgs prsnl loan","NONE"

"ENG_374"," deflt","LOAN"

"ENG_375"," prt eyes affctd catarcts","SPORTS"

"ENG_376"," vtmn nt fnd potato","SPORTS"

"ENG_377"," mahndra sngh dhony mail","SPORTS"

"ENG_378"," wn frst ckt woorld cp","SPORTS"

"ENG_379"," mny islnds indonsa hv","SPORTS"

"ENG_380"," disadvntgs wrld space","TELECOMMUNICATION"

"ENG_381"," gv frqcy uplnk dwnlnk comm","NONE"

"ENG_382"," sbscrb newsltr telcomm","NONE"

"ENG_383"," tv brdcst longr dist lrge cverge","TELECOMMUNICATION"

"ENG_384"," reqrd fr dplx comm using 2 wr ckt","TELECOMMUNICATION"

"ENG_385"," mdcl torism","NONE"

"ENG_386"," shld femle wear egpt","TOURISM"

"ENG_387"," meds bfr visitng india","TOURISM"

"ENG_388"," tirupati chenai","TOURISM"

"ENG_389"," book fliht","TOURISM"

"ENG_390"," psngr concsns","INDIAN"

"ENG_391"," hpns lose mobile","INDIAN"

"ENG_392"," irctc mob","INDIAN"

"ENG_393"," rsrvtn stats tkt","INDIAN"

"ENG_394"," wts rate std menu india rail","INDIAN"

"ENG_395"," risks gentc engg","AGRICULTURE"

"ENG_396"," wts composing","AGRICULTURE"

"ENG_397"," wr fnd info abt cmposting","AGRICULTURE"

"ENG_398"," 2 disps agri plastc","AGRICULTURE"

"ENG_399"," typs farmng india","AGRICULTURE"

"ENG_400"," mch witdrw frm atm pr day","BANK"

"ENG_401"," whts mult ct chq","BANK"

"ENG_402"," hws mode paymnt 4 nri","BANK"

"ENG_403"," nri bring gold ind","BANK"

"ENG_404"," whts projct financ","BANK"

"ENG_405"," career counclng","CAREER"

"ENG_406"," imp doing volntr","CAREER"

"ENG_407"," profsnl resum","CAREER"

"ENG_408"," 2 di aftr 12 frm humanity strem","CAREER"

"ENG_409"," mtech aftr bca?","CAREER"

"ENG_401"," biggst desrt wrld is?","GK"

"ENG_402"," len englsh chanl is?","GK"

"ENG_403"," uno?","GK"

"ENG_404"," inventr bulb?","GK"

"ENG_405"," longst river wrld?","GK"

"ENG_406"," helth efct dioxin?","HEALTH"

"ENG_407"," ther hlth benfits 2 alcohol?","HEALTH"

"ENG_408"," alcohl poisning is, myth real","HEALTH"

"ENG_409"," differnce dental hygienist assistant?","HEALTH"

"ENG_410"," wt symptom smallpox?","HEALTH"

"ENG_411"," famly floater plan?","INSURANCE"

"ENG_412"," whtz cashless claim","INSURANCE"

"ENG_413"," shld buy critcl illness covr","INSURANCE"

"ENG_414"," authorization","INSURANCE"

"ENG_415"," 2 fnd hosptls givn insurnc n/w?","INSURANCE"

"ENG_416"," artcl sent 2 electnicaly","LOAN"

"ENG_417"," 2 speed procss?","LOAN"

"ENG_418"," panelts 4 overdue itms","LOAN"

"ENG_419"," accept ala email req?","LOAN"

"ENG_420"," ther cost 4 intrlib loan?","LOAN"

"ENG_421"," nfl playrs req 2 wear game 4 1st time 1943?","SPORTS"

"ENG_422"," succssfl golfer time?","SPORTS"

"ENG_423"," myo mean mypcrdil?","SPORTS"

"ENG_424"," symbl linkd 2 democratic party 1870 cartoon tomas nast?","SPORTS"

"ENG_425"," song top gun hit 4 berlin?","SPORTS"

"ENG_426"," whr acrobat winzip s/w?","TELECOMMUNICATION"

"ENG_427"," tv transmsn used? fm?","TELECOMMUNICATION"

"ENG_428"," data transmsn recptn using optcl comm?","TELECOMMUNICATION"

"ENG_429"," advntg isdn?","TELECOMMUNICATION"

"ENG_430"," benift adsl?","TELECOMMUNICATION"

"ENG_431"," 2 experinc ind @ best?","TOURISM"

"ENG_432"," ind wher normal snowfall april end?","TOURISM"

"ENG_433"," whtz distanc bet bhimashankar shirdi","TOURISM"

"ENG_434"," change username?","TOURISM"

"ENG_435"," air ambulnc?","TOURISM"

"ENG_436"," ny1 ill","LOAN"

"ENG_437"," aply 4 va guarnted loan?","LOAN"

"ENG_438"," hu nt eligibl 2 ill?","NONE"

"ENG_439"," matrials availbl thru intrlib loan?","NONE"

"ENG_440"," borow textbuks requird 4 clases, thru intrlib loan?","NONE"

"ENG_441"," cntct apolo munich","NONE"

"ENG_442"," dos esy helth policy covr benfts sufrs ilns/disease 
cntrct injry thru accdnt india outsid india","INSURANCE"

"ENG_443"," wt mnt cshles faclty","INSURANCE"

"ENG_444"," 3 ppl shre aprtmnt ech 1 tak sep hom insurnce polcy","INSURANCE"

"ENG_445"," claim 4 ny patient bil immdtly getin polcy?","INSURANCE"

"ENG_446"," tl nme animl huz blod whit?","GK"

"ENG_447"," rivr caris max qntity water in2 sea is?","GK"

"ENG_448"," uno stnds 4","GK"

"ENG_449"," ny poplrly knwn city","GK"

"ENG_450"," tak apt carer intrst tsts counselin srvics?","CAREER"

"ENG_451"," carer cunslor hlp me?","CAREER"

"ENG_452"," ans tuf intrvw ques?","CAREER"

"ENG_453"," wnt 2 ekt exm.hw apply 4 ekt exm wil hld.in comin yr.
wt criterea 4 ekt exm 4 engg.","CAREER"

"ENG_454"," am btech instrmntation finl yr stdnt. 
i lik 2 abt pg progs offrd india","CAREER"

"ENG_455"," irctc mble fr railwy ticktn","INDIAN"

"ENG_456"," gt dtail trains av pntry crs?","INDIAN"

"ENG_457"," pln journy usng intrnt resrvatns","INDIAN"

"ENG_458"," tatkl bukng?","INDIAN"

"ENG_459"," wil gt pnr onc pymnt made?","INDIAN"

"ENG_460"," medcal toursm?","NONE"

"ENG_461"," expctations regrdin tipin","TOURISM"

"ENG_462"," info prvded reliabl","TOURISM"

"ENG_463"," cud ny1 recomend gud guesthous nrth goa","TOURISM"

"ENG_464"," lugag ptents/pasngrs brin","TOURISM"

"ENG_465"," type pymnt mthd tlcmncatn","TELECOMMUNICATION"

"ENG_466"," advntgs isdn?","TELECOMMUNICATION"

"ENG_467"," sprte lne fr adsl","TELECOMMUNICATION"

"ENG_468"," ichnge frm 1 brdbnd data rte 2 anthr","TELECOMMUNICATION"

"ENG_469"," speech rprduced rcver?","TELECOMMUNICATION"

"ENG_470"," huz 1st playr 2 cptain 2 diff nhl champnshp tems","SPORTS"

"ENG_471"," mny dsigntd facetooff spts der hocky rink","SPORTS"

"ENG_472"," nxt crkt t20 wrld cp goin 2b hld?","SPORTS"

"ENG_473"," pt toe gard bat?","SPORTS"

"ENG_474"," hs brian lara evr bwld tst 1day crkt?","SPORTS"

"ENG_475"," possibal 2 device diff computer pvr, dvr, sattellite, sterio, etc.","INTERNAL"

"ENG_476"," wanna cylinder, heads sector info hard drv","INTERNAL"

