id,text,class
ENG_CAREER_46, SKTL KRR KNSL SSN RSKT KNSL ,CAREER
ENG_CAREER_47, KRR KNSL SRFS KRNT ,CAREER
ENG_CAREER_48, IT SKTL INXL MTNK EKSP WT APNT KRR KNSL  ,CAREER
ENG_CAREER_49, KLNT KRR KNSL  FRST ,CAREER
ENG_CAREER_50, 0 HMNT STRM  ,CAREER
ENG_CAREER_51, PRSP OPRT AKRK FT ENJN OFRT IT KHRK ,CAREER
ENG_CAREER_52, KRR OPXN AFRJ STTN XMST M0S ,CAREER
ENG_CAREER_53, IT AM FRNS SNS OPXN HF KMPT FRNS KLFK RKRM 0T TST EKSM INT OBTN TRNN ELJB PRS KRMN TKR LFL IT ,CAREER
ENG_CAREER_54, LF KLKT AM JRL PST  IKN FRN LNKJ KRR PRSP KLKT LRNT ENKL MTM SKL ENKL LNKJ M ,CAREER
ENG_CAREER_55, FRNS LNKJ KRS PRPR JB ,CAREER
ENG_CAREER_56, SRMT OPNN STRM   ETKX PRNT ELTR SKST PKM PKB S NR FTR OPXN M AM ENRL SFL SRFS  ISPS HMNT ELTR KRTS XS TKNK HMNT SKST LF IT FL TSKR PRSR RL SNSS SX PLS RKST KT M ANSW ASP 0NK Y ,CAREER
ENG_CAREER_57, AJ  YRS JN NXNL TFNS AKTM ,CAREER
ENG_CAREER_58, STT  KMRS TNT STT  TNT BKM ,CAREER
ENG_CAREER_59, SR KMPL KRTX BSK  YR ATMS MS KMNK PLS TL KRS TTL NT PRSS ATMS TL KLJS MS KM ,CAREER
ENG_CAREER_60, AM FNL STTN BSKK SNS KMPL KRTX MB TR JB SKST OPXN ,CAREER
ENG_CAREER_61, ENTR MT AM PR MN MN KRS 0S AM BSK FSKS UNBL T MN STT SRSL T FML TSTR KNTN RKLR SKSS KNT SRFF IT TM JBS TN MF ST ITS IMPS MN T AM TPRS  ,CAREER
ENG_CAREER_62, TPLM EKFL  KFRN ALS TPLM INST  ,CAREER
ENG_CAREER_63, ELJB PRSN JTNK ATMS MSK ELKT KMNK AM TNK BSK ELKT KMNK ,CAREER
ENG_CAREER_64, RSPK SRM KRNT PRSN FNL PRTK PLS SKST KRR P0 TP PSXN  N KRR P0 PK PRKR ATXN KRSS SKST I KMPL  P0W SKSS M STRN HRT WRKN KMNK SKLS XLNJ EFRT  M WKNS KNT RPTT JB EFRT  0NK  WTNK FLBL RPL ,CAREER
ENG_CAREER_65,  BMBX MS MT MSTR TKR AFLB UNFR  UKK RKKN MSTR TKR AFLB BM ,CAREER
ENG_CAREER_66, SR TX BK ,CAREER
ENG_CAREER_67, HL MMSR KMPL KRTX BSK MTKL IM KNFS PST KRTX PLS TL SKP MSK SLJ MFL ENTM 0NKF Y ,CAREER
ENG_CAREER_68, SRMT BK KRTT 0 ARTS STRM TM AM TNK MKPL TL JNNK TFNS SRFS INT ,CAREER
ENG_CAREER_69, PST 0 KMRS AM PRSN BKM ST INST KRSP ALHB UNFR AM JNNK ARM SFLN HT HL0 PLS ATFS JN NKK JNNK ARM KMFR W ,CAREER
ENG_CAREER_70, LST FRS ARTK PRFT FRMS BNKL RSPK ELJB KRTR ,CAREER
ENG_CAREER_71, SR KMPL B MRT FML KRR AM RRL SKST PRFS KRS LF MN KRS OFS JB ,CAREER
ENG_CAREER_72, KMPL B MRTK APR UKK NT EKSM TKK B LFL ,CAREER
ENG_CAREER_73, IM TNK FNL TPLM KMPT ENK 0 TNK TPLM ENK  ELS T JB OPRT ,CAREER
ENG_CAREER_74, HL SRMM IM PK STTN AM TNK MSK MKRB JB OPRT KMPL MSK MKRB JBS0 ONS JBS FLTS EKSS AM SKLR BRLN STTN AM T AM AFRJ STTN JBS STTN M SBJK AM SKL P SKL FLT 0NKN ,CAREER
ENG_CAREER_75, AM XRTR AKKN AJT  RS PS RS STKN XNJ JN PST FNNS ANLT AR RPTT PRFT KMPN MNK  INT ABRT  KNTL ATFS KRS HLPF M ,CAREER
ENG_CAREER_76, TR SRMT BKM KRTT UNFR TLH RSTN MRTB P BMB TR LK MTLN FLM INTS PLS KSLN RKRT KRR ATPT BMB ERN LFNK STRK LNS ,CAREER
ENG_CAREER_77, RSPK SR AM PBLK LMTT KMPN PR JB PRFL INFL LSNN KFT ORKN TNK KSTM SRFS FNKX ETK AM TRKT INFL MRKT SLS LN  AM AKTN KRTN TNK MNXN JBS AM  EKSP KRNT ASKN TRKT TLR NTWR SLS OFS ATMX AM KRTT KMRS PLS PST KRTT TPLM MRKT PBLK RLXN ALS AM PRFS OPRX NLJ MS OFS INTR EML ETKM KSXN AM TTL KNFS MMNT HT FTR PRSP LSNN KSTM SRFS TS LT TMNT EKM PRFS FTR KR KRS MRKT EKM PRFS ENTR LN TMNT FTR ALSP SKST ERLS PSBL PRTK MNXN KRS SKL  ETKX EKSP KNSR KT ALS ,CAREER
ENG_CAREER_78, TR SRMT AM XMKL ENJN PNJB UNFR XNTK MB IMTK  RS EKSP MRKT KPTL EKPM INTN XNJ LN OPXN EKMR JNNK BSNS ASXX S FKS ETK LF RT EKNM TMS AM FNNS KMRS TT INFR TXNK TT STRN KMNK PR WKNS HRTK TXNK STF MNJT ABL KMPN INHW SLRS KPTL EKPM L PLS ATFS OPXN HF ,CAREER
ENG_CAREER_79, TR SRMT AM TNK BK TSTN ETKX KRS BNKL UNFR APTX HRT TNK BK MK RPTT INST INT TR MNXN ABF KT JB PRSP TNK BK ,CAREER
ENG_CAREER_80, SR  AM KRTT APLT PSXL TLH UNFR PKTB APJ SKL MRKT TLH KMPL MSTR SNS KNSL MNJM BTS PLN ETN MN0S TSTN LRNN PRKR KNTR JB MRKT ORKN TRNN SMNR KRPR AKTM RSRX LBS KNTR MN0 BT TL TT ABL SKR JB MRKT KNSL PRFS PLS HLP INTK SRT ORKN APRX TTS NT SF WRLT EKMR SRTF FNTN JB ,CAREER
ENG_CAREER_81, IM KMBS IMPL EKSP ORKL  PST KLFK EKSP LKNK STBL JB ABRT M ,CAREER
ENG_CAREER_82, KRTX BKM HNS XR RM KLJ KMRS SRKK TLH KNST N KLJ KMRS INT IM KRNT PRSN FNLS B0 K KS I XRTR AKKN KMPN SKRT KRSS KNST N  PRFS TKRS RSPK FLT FNNS INT S K KRS KRKL IM UNTR FNL PRKT TRNN N  RS FNNS TFXN MTRL INT LMTT S0 AX NTWR SLXN TFXN   SBST MTRL INKS K KMPL JL  AM PLNN MF STTS ULTM ST KRR FNNS T YRS IM TTL KNFS N SPS IM ELJB MB 0R EKSP  SPS PRKT TRNN K WNT KNST EKSP UNFR 0R S TR MB TR MSTR TKR FNNS RLTT  KP  KF LT BRTR FTR PRSP  TL EKSK PKTR N TRMS KRR PRSP  MB MSTR TKR KRSS KPS  KFS XNJ LN STJ MF  TRMN AMNT TWRT KMPT XRT TRM FNNS RLTT KMPT KRSS  OBFS AKKN TTL KMPT EKSK SNR RKRT JTNK JB SM TSNT ON BT STRT US KRNT PRFL  TR MB WTSF FTR  RS ,CAREER
ENG_CAREER_83, AM KRTT KMRS PKTK KMPT APLK NT FNXT SMST MBNT TRT KSM KNT KRSP 0RT SM EKSM T JN  PRJK LNKN SPXL FNXN 0S MB KRS TK M PLNS AKXN FLS JN EKMR MN0 APTX KMPL KRS JL   PRJK T WRLT TRT ORKN USNK KNSP EKMR TBTS RKRT FTR KRR PLNS AR INTK EKM MB FX SNR LFL PST FLT FNNS TRT  STL SFTW PRFS TM ATFN KRNT TRNT SFTW TFLP XNSS JTNK JB ABRT RTRN EKSP KMPL KRSS TSR KNSL FRM LNK F0R K  EKSP HSBN MTX TRNS ENK  EKSP BR0R STTN BTX NFRM TXNL OFR KNSL IMPL EKMR INTN KMPN HLP ATFN BSNS KMPT KLBL SKSS PRJK TTS KMPT WRLT WTNK RPL ,CAREER
ENG_CAREER_84, SR AM BSK FSKS XMST M0MT SBJK PKTK RPTT UNFR INT IM FKLT  RS ORKN AM FLT IM FNTN TFKL TFLP KRR FLT SLR INST KMPT TRNN SNTR SPXL FRNX XNJT  KMPT TRNN SNTR IM PRFS LK INST KMPT TRNN SNTR SLKX KRR TWRT SFTW TFLP NTWR ATMN PLS SKST M ,CAREER
ENG_CAREER_85, SR AM B  HNRS TPLM KMPT NT  EKSP SKRT AM  OLT PRSN AM R TPRT  YRS XNJ LN STBL ON AM JTNK P0 IMPR KRR PLS ATFS AKKR ,CAREER
ENG_CAREER_86, TR SR KRTX KMRS SPN MNJM PK INTR BSNS MB MSTR INTR BSNS  MSTR PRKR TF AHLY UNF INTR KMPL AK  KMPL KRS JNT  E EKSP EKSK TRNF KRR KSXN HT PKT MNT JF K PLS ATFS NT KMPT LTRS  SKNT AM TNK FT INTR MRKT TPK SFTR EKSP INT RST WRLT KSXN FNKX EKSP SLS MRKT TMST INRN BS PLS RFRT M 0NKS RKRT ,CAREER
ENG_CAREER_87, TR KNSL AM SNR MNJR FNTR TFLP ATMB ANSL UNT KLS KMPN N AKTM HLT BMXN BPRT INST ENJN INT KLKT KRTT TPLM MTRL MNJM  TPLM TL T MKNK PRFS EKSP  PLS M PKLR FML KNST FRST  UNTR MSTR PRKR MNJM MNJM TM LF TX AKTM KNTN PRTN KN NLJ HRSN RSNT STRT UNTR KRTT EKSM INTS ENJN FRM IMMB L0 AM KNFT STP PRFS RKKN FR APRH PSSN MNJR TKR TPRF KNST TP SLT ASKN KLS KMPN AM PSXN TM TM KRS LF JB LK FRWR SLXN FLTX APRH SBST FR LS SKSS  TRM KRR PLN ASPR MTRL PRTK MNJM KNSL RKRT ,CAREER
ENG_CAREER_88, TR SRPL TL AKTL MTKL TRNS TN MNKL KRNT KMPT TRNN INST STRT TRNN MTKL TRNS F RNJS RS   TRXN  MN0S  YR WR0 TKNK TRNN TP KRSS ,CAREER
ENG_CAREER_89, RSPK SR AM BSKL MXNK ENJN M 0RML PWR ENJN RK TRX AM PRSN PRFT SKTR KMPN PRPS ENJN TPRT FF YRS  TRNT US TSN PK FRT BLRS AM INFL FRS TFLP AKTF KMPN KLRT MKRS SKL SRFR   KRTT PRKR USNK FB MS AKSS MS EKSS WL  AM  OLT AM XFTN KRR SFTW FLT KNTL ATFS XFT KRR N IT SKST KMPN ,CAREER
ENG_CAREER_90, SR AM TNK BKM FNL RJ UNFK NT TF APRT TKK  LFL EKSP  MRKS IM TNK PRFS KRS FLT KMPT PLS KT KRS STT M HL KRTF Y ,CAREER
ENG_CAREER_91, TR SR AM APRN  EKSM PRS SFTW TFLP KRS  PRK TRN JF WB RLTT MTLS PLS SNT KRS  UNFR  MTLS ETK STBL ,CAREER
ENG_CAREER_92, SR AM APRN BKM FNL RJ UNF KSPK  APRT TKK LFL EKSP  MRKS AM INTR TNK KRR ORNT KRS KMPT SNS STT TWL0 KBS  MRKS AM FLNT ENKL RSTN TLH SR PLS KT LFL HL KRTF KTNK PRPR ,CAREER
ENG_CAREER_93, AM TNK ENJN KRSL XFJ UNFR AM NT YR AM PLNN ENTR KTKS TFLP ATFN KMPT ENK KRS KRR ENK SFTW NLJ US PLS N MKSN TTL FLTS HLP RL WRLT AM BSKL PRKR TSKF RSNT PLS INFR SMLR INST KTK ,CAREER
ENG_CAREER_94, SRMT KRR KMPT FLT HRT RKRS LJKL MNT TNT APTT NT PLS ATFS NTF NT JB KRR AKTM RKRT BL KS 0  MRKS  MRKS  MRKS KRTF Y PRFT NTFL HLP ,CAREER
ENG_CAREER_95, TR SR AM KRTT ELKT ENJN  EKSP MNTN FLT KRNT RPTT KNSR AM KRS TSPR SWX SFTW FLT FSL BSK MSKS  BK PRJK AM KNFT JFN SKSS EKSK PRJK TS AM INKL TWRT WB TFLP KNTL KT AXF KL ENTR INTS SKP INTR PRKR JB OPRT LN ABL FRXR STRT SLR ENTR INTS N ,CAREER
ENG_CAREER_96, TR SR AM PSTK M HSTR  TXNK EKSP XNJ JB RSNT KMPL PK TPLM HMN RSRS MNJM IKN PK TPLM PRSN MNJM BHFN MNJM INST MMB AFNS AFLB KLFK EKSP ,CAREER
ENG_CAREER_97, RSPK SR M KRTT B STRM PRSN TNK TNT KRS PLS TL PRSP KMRS RNNK TS PPL ITS AKTL TL  RS INTK KMPT MKS0 KRS KFRT KMRS SMLR IM PRSN NT SKL SRFR MLTM PRSS KNTN KM KMS KM TTML SKRP BNSS ETK0 TLH IM JTNK ENFR HRS SKST MFTS MTR PRSN MKMT NTHT SN US LN F HRT FSNT IM 0NKN TM JB PLTF IF STTT IT F EKSP TM FNX KRSH 0S LS TL INST KM KRS TLHS TFKL XS 0M PS KT M 0NKN Y ,CAREER
ENG_CAREER_98, TR SR AM FNL YR AM AFRJ STTS TNT KRR XS KRR KMPN SKRT LB FTR HLT 0S BTR ,CAREER
ENG_CAREER_99, RSPK SRMT XRM AM KMPT OPRT PST  YRS AM FSL BSK PKRT NLJ N MKSN AFLB MRKT TFKL ONKL PLS TL MKSN PLS TL TX INTS  KRTF PRFT NTFL HLP M ,CAREER
ENG_CAREER_100, SR AM ARKN INTS ENJN INFL PRJK SRFS RLTT AKTF N  FLT KR0K N  AM 0NKN XFTN SFTW LN JF TRNN ,CAREER
ENG_CAREER_101, TR SR AM ENJN STTN TNK PRTK ENJN PNJB ENJN KLJ XNTK AM KNFS KRR TNK ENJN KRNT AM BLF TST PLNN FTR HLP STRT PRPR ATFN KNFS LT OPXN LK MS KMNK KRSS MBKN KR TNK MSKT TNK MTX ETK PLS ATFS K ,CAREER
ENG_CAREER_102, RSPK SRM PSXL KRTT AM KNST TNK MSTR ORK PSXL T FK ITS KRR PRSP FLT AM KLR EKSK KRTB PRFS ENJS SKP FNKX PRFR KRS AM KNFS KTNS HL APRX HP PRMP ANSW TST PRPR AKKR KMNK SSN ,CAREER
ENG_CAREER_103, TR SR AM FNL STTN PRS KMPT KRR AM WB TSKN KMRS RKMN SMNS TLH AM JB US HNTS SLR ,CAREER
ENG_CAREER_104, TR SR MLTN KMPN FRST LF JB PRSR AKSP MSBH LT OFS KMTT MSTK STRT APLY OPNN PLS HLP KNFN INTR INTR AM ST KSXN STNT W SKNT TBT OPRT INTR NT ,CAREER
ENG_CAREER_105, TR SRMT KMPL BKM YRSN 0NF SPNT TM TNK KMPT KRS BSTN KMPT INST STTY MB ENTR EKSM ST MB PRRT TL HX UNSR IT WB TSKN RSM ATXT BL LKNK JBS JB RKRM PPL  RS EKSP PLS ATFS T ,CAREER
ENG_CAREER_106, RSPK SR  AM TNK MSK M0MT IT FR JBS APL FR ,CAREER
ENG_CAREER_107, H AM UX FNXT INT BSK KMPT TRBT AM TNK TKR KMPT PRS KRR KMPT KMPT BKKR STRN PRTM KMPT KRS HLTS PLS ATFS KMPT KRS FR HT PSTK KRSS PRPR ONWR ATFN ,CAREER
ENG_CAREER_108, TR SRMT AM STTN SKNT SKL JB OPRT INKR INTR BKMN TFS SRFS MTRN BSNS AM RSNT TSPR LKNK INFM INFL WB ST TSN RTS IT UNFR LK HPNK ABL SNT INFR BSNS WBST TSN FRLN FRS P0S ITT AM  STTN RKR YT INFR KRSS RN0N TM EFRT ,CAREER
ENG_CAREER_109, TR SR PST STT S SK AM TNK ERNT ENJN TLT LTL SKP INT PLS TL ITS SKP KNTR INTF MXNK ELKT ENJN PLS TL SKP MXNK ELKT ENJN ,CAREER
ENG_CAREER_110, H  KMPL K MB KRSX EKST LRNN FL ATXN ,CAREER
ENG_CAREER_111, TR SR AM KRR KMPT KRFK AM KRTT JN LT STRT N KMPL KRSS KLFT KMPT KRFK EKSP JBS AFLB FLT JB ABRT XS MKRT KRSS T 0NKN ,CAREER
ENG_CAREER_112, TR SR AM BSKJ  PST TT ENTR OPRT KFT ORKN PRKR PST PRSN  PST KRTT M0S KMPT B BTX AM KRTT OPXN OPT M M0S KRSP MK FRM IKNB M KMPL  MK KMPL  SKNT M KST MNS PLS NTFL HLP TLNK  RKRT ,CAREER
ENG_CAREER_113, TR SR AM  AJ AM FNNS KRTT KRNT FRN BNK PST  YRS AM ENJY TSPR XNJ KRRK KNTL SKST KRR OPXN AM KRTF MNJM AM KRNT PRSN M PSXL ON INTR AM KMPT LTRT STP INTS OPXN OPRT KNTL KT MRKR ,CAREER
ENG_CAREER_114, RSPK SRMT STTN SNS SKRT  SKSK EKSM AM KNFS NKST AM KMPT MTSN FTR BRTK PLS SKST KRSS PLS RPL SN ,CAREER
ENG_CAREER_115, TR SRMT  AM MMB BKM KRTT KRS ORKL FB JF ASP WB TSNN IM AFNK KMPT BKKR FL AM INKM TNK PKTK KRS KNT MK STTT M0S TL 0 PLS SKST PKTK KRS MMB MMB ONL ,CAREER
ENG_CAREER_116, TR SRMT  TPLM ELKT FJT AM SFTW TFLP YRS KRTX TKR KMPT AM PRSN TNK BK IKN YR AM LKNK OPRT KRSP KRS STTN ATNT PRKT  KMPL ATNT TFKL ATJS TMNT JB HRT TKK LFL EKFL MK FLKS KRS KNST EKFL MK TKR XS IKN TKK XS IKN BXLR TKR TNK TKK SRTF EKFL MK IKN FL SFTW INTS AM FL TKK HS STS LST KMPN RKRT STTN TKK KRSS RKKR TKR KRS RKKN SFTW INTS XSS AFLB FRWR HLP U ,CAREER
ENG_CAREER_117, TR SRMT AM  OLT KMPL MB ST APRL RNK BSNS SKL PRJK MKTW KMPN LTT TRBT ANTR PRTX RST STNT XNS LSNK OPRT 0RFR KRS INKR FL JB MRKT SPXL MRKT AM PLNN KRS INTR MRKT PNTX UNFR KRSP KRS XRTR INST MRKT UK M AM BSKL KNNK  EKSP TR OPRT ABRT SFTW  SRFS  HRTW  FMKK MRKT HT OPXN FBL ALTR HLP AMBX ABRT ALTR ESR RX KL ,CAREER
ENG_CAREER_118, TR SRMT AM BKM KRTT KMPT BKKR TTRL TTP KRL TR WNTS WNTS NT TML  K FSL BSK ORKL NTWR ETK AM TNK IBM EBSN KMRS KRS FNX SN IT KRR EKMR INTB TML JF 0RL BT AM FRST KNFS ATFR EKMR JBS TSKN WB TSKN WB PRKR WB MSTR WB ATMN ETK SPSF RKRM TLS SKLS KLT ATFS NLJ PSS JB PRSP KRR M KRS KFR MLTM FTXP FLX TRKT TRMW XKWF ETK KRS INKL FK KM TKM KRB WB SFR WB LJK KLT FXN BRT FXN FSL AJ FSL KF SML ORKL INTR KMRS SRFR APX ETK S LNKS RKRT  STT TPKS SPRT ELS JB S STT EKST FR0R JBS BB TX MK  JB BKM EKMR ,CAREER
ENG_CAREER_119, TR SRMT FTR PRSP TNK MKM  MSTR KMPT MNJM S LKRT  BSK KRKL TPKS KFRS JB OPNN INT  ABRT  ,CAREER
ENG_CAREER_120, TR MTM AM APRN ENJN ENTR EKSM YRF TNT SLKT FTR KRS KRRP HLP ,CAREER
ENG_CAREER_121, TR SR HLF KRS NT M0R  WNTS NT K FK UNKS LNTL TML INTR EKSP TXNK SKL K ARTK KWLR KN FRST KRR ISKN  STLT PRPR JB HNT JB FR JB AKR ,CAREER
ENG_CAREER_122, TR SRMT MTKL TRNS ABT PLS TL INST TXS KRS TRXN JB PLSM ,CAREER
ENG_CAREER_123, TR SRMT AM BKM KRTT KNL TNK BKS BXLR KMPT SNS  IT KNSL PSTF RPL RPL HL APRX M0S KLS S FNL BKM ATLS BKS  MKS E0R FL TM PRFR MMB R PLS SKST JFNK TTLS PSBL ,CAREER
ENG_CAREER_124, TR SRMT AM STTY KLS  TNK 0 JN ARM AM KNFS MN PLS HLP ,CAREER
ENG_CAREER_125, TR SRMT  AM BTX TKST TXNL  TKST INTS PRTK KSTM TXNK SRFS MB MRKT IT KHRK AM KRNT MRKT RSRX TPRT PTRX MJR KLKT LST  YRS XFT AKKT TNK FT KMT RT EKSP M KT KRR PRSP MNJ FPM IMS TNK RSRX BHFR SNS OPXN  ,CAREER
ENG_CAREER_126, AM KMRS KRTT AM TNK STTS EFNN KLSS HNS APLK IKN MBTS STTS AM FLM SKRP KRSS AFRT F AMNT AM PRFT KMPN AM KNFS PLS ATFS M ,CAREER
ENG_CAREER_127, TR SRMT  AM TPLM HLTR  RS EKSP SFTW INTS LTNK KMPN KRNT INTS SNR ST KRR KR0 P0 RLST MB TFNT AT RL FL AM KRNT EKSK HLP SKST SKLS TPKL AL PPL TM MB KRS KSPK RPL ASP ,CAREER
ENG_CAREER_128,  AM TKST ENJN KRSM INTS  FKS FBR PLNT MP KRSP KRS EKSP MNJM KRMN XN MRT MFNK XN PLS KT JB OPRT XN 0NKN Y ,CAREER
ENG_CAREER_129, TR SRMT  BKMP EKSM NT TLH UNFR KRTX EMPL SPRN PLS KSTM OFSR RKST TL EKSM FL FRM FRMS TL PRPR EKSM EKSM HLT SLR PSTS 0NKS ,CAREER
ENG_CAREER_130, TR SRMT  AM MSK KS HLTR FRXR TM KRS TRNN IBM AS JB FRXR PL RPL M ,CAREER
ENG_CAREER_131, TR SRMT  AM ELKT ENJN BW0  OPRX B0 MNTN PRTK EKSP RPTT TLFN KBL INTS FTR TLFN KBL BLK SPRR ATFS OPXN RMNN LF KNTL ATFS FTR FWNK PRSN FTR SNR JB AM  OLT PRSN ERP KRS LNT JB S PL ATFS LTNK INST PRFT TRNN KM PLSM XRT TRM INTS ATMX KRS FL ATXN EKSP PRSN TMNT ENKR W0 RKRT EJRL AWTN UR RPL ,CAREER
ENG_CAREER_132, TR SRMT  0 KLS BRTS EKSM TSTT JN MRXN NF WR SPKT ENJN ST JN TRKT PRNT IT KMPL ENJN JN MRXN NF TKR 0N AM TTL KNFS PLS TL TFRN JNNK MRXN NF TRKT ENJN TKR ,CAREER
ENG_CAREER_133,  EKSM FL KRTF KNTL SKST SLXN PRBL SR AM KNL JNNK MRXN NF MLST LF JN IT OBST WR SPKT KRKT LSK LSR OPRX KRKT EY ST OT YR HLP AT M WTNK KNSR RPL 0NKN ,CAREER
ENG_CAREER_134, TR SRMT M AMBX KMRX PLT R MRXN NF PRNT TLS BSK KMPT SNS TL KRSS PRFR TKR KRS FL FTR UNKL JN PLT KRS FTR TTNT JB PLT LF FN US BS TRFR JB PLT LSNS  AM TTL KNFS FNXT  PLS TL T PRNT TRM PLT R NF OFSR LF KSXN MRK  PLS HLP ,CAREER
ENG_CAREER_135, KMPL KRTX BKM PS TLH UNFR KRSP KRS PRSN AM SKRT PRFT FRM XNJ LN MB KRS KNTL MB KRS KRSP KNTN JB ,CAREER
ENG_CAREER_136, SR AM KRNT TNK BSKN INTR SNSS KRKX UNFR TSTN ETKX PRKR AM KNFS PRPR MK MBPL KT M  M0MT ,CAREER
ENG_CAREER_137, W0R TMS MK IKN OPXN JBS INTS MMB ,CAREER
ENG_CAREER_138, TR SRMT   KMRS NKST OFSR MNS PST PRNT BKM SMPL MB JB STNT ON FT ,CAREER
ENG_CAREER_139, TR SRMT 0S PRKX AM ERNT ENJN SPXL RKRM ATMT INTR STTN SBJK SKPK FLT ENJN SKPS ERNN FLT ENJN HT FS SBJK Y HP ML SN ,CAREER
ENG_CAREER_140, KMPL SK BRT  NKLX MTM FTR ENJN IM KNFS ENJN SNS KRS KNT ENJN FR MXNK O0RS PLS ABT OFRL EKSP KRS HT OPRT STBL M ,CAREER
ENG_CAREER_141, ENTR HRTW KRS PST  MTKL TTLS ,CAREER
ENG_CAREER_142, TR SRMT  BNK PRST BK KN OPTT MK IKN ITSL KNTN STTS KMPT XS KRSP KRS AM STTS AM TLM TNK MSTR IKN HLP JB MRKT LK JB SFTW  ,CAREER
ENG_CAREER_143, TR SRMT  AM TLM MB FNNS NT KMPL MSK STTS MNKS TNT APL NWTS EFRH TLMR JBS SLS EKSK AM FLT STTS KFT SKTR IS T TFKL TM AM FR0R STTS STBL JB JN FTR PRSP FLT STTS INT PLS INFR TST KRKT FTR ,CAREER
ENG_CAREER_144, TR SRMT  AM PST KRTT TPLM HLTR MNJM SPXL FNNS MRKT INST RPT MNK TP  BSKL AM KRNT PRSN KMPN SKRT INTR KRS PRST BM MRKT PRR PKTM PRKR HLT PK TP KMPT APLK SRTF FNNX AKKN S KP BRNB US AM LKNK FNNS ENTR LFL AM FRXR KNTL ATFS AM TRKX TL MRKT FRXR ENKR PRS KRSS RLTT FNNS SKR TSNT JB ,CAREER
